FICE	name	State	type	SATm	SATv	SAT	ACT	SATm25	SATm75	SATv25	SATv75	ACT25	ACT75	new.applied	new.accepted	new.enrolled	new.top10HS	new.top25HS	undergrads	parttime	tuition.in	tuition	room+board	room	board	cost.fees	cost.books	cost.pers	fac.phd	fac.term	sf.ratio	donate	exp.stud	graduate	College	College.aaup	State.aaup	type.aaup	sal.prof	sal.assoc	sal.assist	sal.all	comp.prof	comp.assoc	comp.assist	comp.all	profs	assocs	assists	instruct	faculty
8770	                  Fairleigh Dickinson U.	NJ	private	495	430	 925	*	430	550	380	480	*	*	 3148	 1616	 504	 9	 24	 3553	 3152	11010	11010	5400	2994	2406	 611	 623	*	 77	 87	16.7	 8	 9637	 60	               Fairleigh Dickinson University	      Fairleigh Dickinson Univ.	NJ	IIA	 530	440	404	459	 692	579	517	 597	147	 63	 54	  8	 303
9344	                 Ramapo C. of New Jersey	NJ	public	510	460	 970	*	450	560	410	500	*	*	 2088	  957	 362	 6	 29	 2745	 1938	 3227	 4449	4860	3400	1460	*	 600	1655	 74	 95	17.8	 8	 7333	 47	                 Ramapo College of New Jersey	   Ramapo College of New Jersey	NJ	IIB	 645	527	407	532	 835	701	563	 706	 49	 40	 41	  1	 131
9345	               Stockton C. of New Jersey	NJ	public	552	489	1041	*	550	600	490	550	*	*	 4019	 1579	 710	23	 65	 4365	  765	 2288	 3040	4351	2775	1576	 704	 711	1125	 78	 92	19.5	 7	 5599	 64	               Stockton College of New Jersey	         Stockton State College	NJ	IIB	 656	496	393	492	 790	607	490	 603	 47	 58	 65	  8	 178
2093	                         Saint John's C.	NM	private	*	*	*	*	520	650	550	675	27	30	  285	  246	 126	20	 45	  411	*	17430	17430	5720	2790	2930	 200	 275	 950	 73	 89	 9.8	20	14342	 61	                         Saint John's College	           Saint John's College	NM	IIB	*	*	*	442	*	*	*	 587	  0	  0	  0	  0	  53
2651	                        E. New Mexico U.	NM	public	*	*	*	*	*	*	*	*	16	25	 1256	 1220	 590	*	*	 2762	  587	 1518	 5586	2600	*	*	*	 500	1200	 73	 80	19.6	 2	 5658	 34	                Eastern New Mexico University	       Eastern New Mexico Univ.	NM	IIA	 497	377	321	360	 605	466	399	 446	 21	 42	 63	 11	 144
2653	                 New Mexico Highlands U.	NM	public	*	*	*	17	*	*	*	*	*	*	  777	  649	 406	 5	 20	 1630	  384	 1392	 5148	2380	1430	 950	  20	 400	*	 72	 78	17.4	*	 7664	 28	              New Mexico Highlands University	     New Mexico Highlands Univ.	NM	IIA	 435	362	305	349	 541	454	386	 439	 26	 32	 59	  0	 117
2654	New Mexico Institute of Mining and Tech.	NM	public	*	*	*	26	*	*	*	*	*	*	  787	  601	 233	40	 73	 1017	  411	 1302	 5376	3214	3214	*	 556	 600	1100	 99	100	13.7	11	 9241	 34	     New Mexico Institute of Mining and Tech.	    New Mexico Inst. Min.&Tech.	NM	I	 538	421	405	448	 648	512	494	 544	 39	 32	 29	  5	 108
2657	                     New Mexico State U.	NM	public	*	*	*	22	*	*	*	*	19	25	 4119	 3200	1663	*	*	 9673	 3481	 1980	 6432	3148	1588	1580	*	 550	1066	 76	*	19.6	*	 6106	 40	                  New Mexico State University	      New Mexico St. Univ- Main	NM	I	 524	433	360	434	 641	531	444	 533	202	167	196	 17	 582
10313	               U. New Mexico-Main Campus	NM	public	*	*	*	22	430	580	390	530	19	24	 3871	 3349	1891	27	 53	12257	 5264	 1884	 7115	3516	*	*	 420	 584	 500	 91	 88	14.3	*	 8209	 34	              Univ. of New Mexico-Main Campus	   Univ. New Mexico-Albuquerque	NM	I	 579	431	379	466	 693	521	459	 561	314	268	195	  0	 837
2568	                       U. Nevada at Reno	NV	public	488	432	 920	22	420	500	370	480	23	25	 2868	 2409	1524	*	*	 5916	 2939	 1740	 6490	4560	2635	1925	  20	 600	2900	 78	 80	15.4	12	10407	 54	                 University of Nevada at Reno	    University of Nevada - Reno	NV	I	 647	480	390	508	 741	558	458	 589	145	133	 95	  5	 403
2569	                     U. Nevada-Las Vegas	NV	public	486	417	 903	21	*	*	*	*	17	23	*	 2786	1595	25	 50	 7969	 8008	 1740	 6490	4952	1702	3250	  40	 700	1700	 76	 84	14.8	14	 8139	 37	               University of Nevada-Las Vegas	      Univ. of Nevada-Las Vegas	NV	IIA	 596	476	392	452	 699	564	468	 537	152	192	214	  0	 642
2667	                              Dowling C.	NY	private	440	400	 840	18	370	520	340	440	16	20	 1011	  829	 410	 9	 33	 1059	 2458	 9000	 9000	3100	*	3100	 630	 450	1413	 77	 78	12.4	 7	11178	 42	                              Dowling College	                Dowling College	NY	IIB	 661	596	484	563	 891	822	679	 776	 25	 29	 36	  3	  93
2668	                               Alfred U.	NY	private	*	*	*	*	540	660	480	580	23	28	 1732	 1425	 472	37	 75	 1830	  110	16548	16548	5406	2808	2598	 424	 500	 600	 82	 88	11.3	31	10932	 73	                            Alfred University	              Alfred University	NY	IIA	 520	427	367	439	 641	538	467	 548	 46	 25	 36	  6	 113
2671	                                 Bard C.	NY	private	*	*	*	*	550	690	550	670	*	*	 1910	  838	 285	50	 85	 1004	   15	19264	19264	6206	*	*	 496	 750	 750	 98	 98	10.4	30	13894	 79	                                 Bard College	                   Bard College	NY	IIB	 657	460	365	521	 860	605	481	 683	 40	 15	 29	  0	  84
2681	                             Canisius C.	NY	private	*	*	*	*	500	570	390	450	19	24	 2853	 2193	 753	16	 34	 2978	  434	10750	10750	5340	2750	2590	 326	 400	1130	 90	 92	14.6	26	 7972	 64	                             Canisius College	               Canisius College	NY	IIA	 542	480	370	468	 679	599	450	 582	 57	 73	 51	  0	 181
2685	                            Cazenovia C.	NY	private	392	375	 781	19	*	*	*	*	*	*	 3847	 3433	 527	 9	 35	 1010	   12	 9384	 9384	4840	2420	2420	 395	 600	 500	 22	 47	14.3	20	 7697	118	                            Cazenovia College	              Cazenovia College	NY	IIB	 443	354	295	337	 549	445	374	 423	  8	 13	 21	  3	  45
2699	                             Clarkson U.	NY	private	612	518	1130	*	570	660	450	580	*	*	 2174	 1953	 557	35	 68	 2332	   53	15960	15960	5580	2622	2958	 323	 700	1300	 95	 95	15.8	32	11659	 77	                          Clarkson University	            Clarkson University	NY	I	 703	515	475	563	 875	658	593	 707	 55	 58	 43	  5	 161
2701	                              Colgate U.	NY	private	623	563	1186	27	580	680	520	620	25	35	 4856	 2492	 727	46	 75	 2649	   25	19510	19510	5565	2690	2875	 145	 500	 750	 95	 98	10.5	45	15494	 93	                           Colgate University	             Colgate University	NY	IIB	 669	505	406	539	 848	637	497	 677	 78	 61	 56	  3	 198
2703	                 C. of Mount St. Vincent	NY	private	474	454	 928	23	420	530	370	460	*	*	  946	  648	 177	23	 46	  707	  432	11790	11790	5770	*	*	  60	 500	1000	 75	 77	11.9	35	10015	 83	                 College of Mount St. Vincent	   College of Mount St. Vincent	NY	IIB	*	388	336	366	*	476	410	 450	  5	 24	 20	  7	  56
2704	                      C. of New Rochelle	NY	private	415	415	 830	*	*	*	*	*	*	*	  551	  437	 143	*	*	 2515	  639	10200	10200	4628	*	*	*	*	*	 87	*	37.5	*	*	*	                      College of New Rochelle	        College of New Rochelle	NY	IIA	 539	449	391	447	 693	579	499	 574	 11	 38	 17	  1	  67
2705	                        C. of Saint Rose	NY	private	*	*	*	*	434	568	436	594	18	24	  983	  664	 249	23	 57	 1698	  894	 9990	 9990	5666	*	*	 150	 800	1500	 66	 71	14.3	28	 6084	 64	                        College of Saint Rose	          College of Saint Rose	NY	IIA	 456	408	329	374	 534	503	403	 455	 19	 50	 46	 14	 129
2707	                             Columbia U.	NY	private	680	620	1300	*	630	720	590	680	*	*	 6756	 1930	 871	78	 96	 3376	   55	18624	18624	6664	3740	2924	 486	 550	 300	 97	 98	 5.9	21	30639	 99	                          Columbia University	            Columbia University	NY	I	 882	554	452	687	1136	767	646	 915	477	185	199	 11	 923
2708	                              Barnard C.	NY	private	620	600	1220	*	570	660	540	640	*	*	 2496	 1402	 531	53	 95	 2121	   69	17926	17926	8124	4786	3338	 720	 600	 850	 83	 93	10.3	33	12580	 91	                              Barnard College	                Barnard College	NY	IIB	 733	516	395	508	 943	652	509	 654	 49	 19	 56	  6	 154
2709	                            Concordia C.	NY	private	467	435	 902	*	*	*	*	*	*	*	  303	  198	 101	10	 40	  443	  153	 9370	 9370	4330	1870	2460	*	*	*	 50	 55	 9.5	*	10497	 53	                            Concordia College	              Concordia College	NY	IIB	 352	289	275	303	 436	366	363	 387	 11	  6	 14	  1	  32
2710	                            Cooper Union	NY	private	740	600	1340	*	690	760	540	660	*	*	 2339	  307	 197	*	100	  959	   26	*	*	8700	4700	4000	 300	 860	1450	 67	100	 8.1	36	18798	 95	                                 Cooper Union	   Cooper Union for Adv.Sci&Art	NY	IIB	 684	514	433	607	 872	673	600	 784	 35	 18	  6	  0	  59
2711	                              Cornell U.	NY	private	*	*	*	*	640	740	540	640	*	*	19227	 7171	3286	81	 95	13072	*	19000	19000	6238	3658	2580	  66	 510	1060	 91	 91	 6.9	22	22480	 93	                           Cornell University	   Cornell Univ.-Endowed Colls.	NY	I	 787	562	482	627	1047	748	640	 834	447	189	148	  3	 914
2712	                           D'Youville C.	NY	private	497	435	 932	22	450	510	420	580	21	25	  866	  619	 157	18	 47	 1074	  336	 8920	 8920	4310	*	*	 180	 680	1320	 68	 68	14.6	42	 6898	 46	                           D'Youville College	             D'Youville College	NY	IIB	 404	385	327	359	 485	456	390	 427	 15	 22	 32	  7	  76
2713	                Dominican C. of Blauvelt	NY	private	*	*	*	*	*	*	*	*	*	*	  360	  329	 108	 4	 19	  756	  863	 8310	 8310	5500	5500	*	 395	 600	1800	 43	 43	12.7	 5	 5480	 54	                Dominican College of Blauvelt	              Dominican College	NY	IIB	*	400	354	365	*	508	438	 454	  4	 10	 19	  9	  42
2718	                               Elmira C.	NY	private	496	463	 959	23	430	550	410	520	20	26	 1457	 1045	 345	27	 50	 1109	  502	14990	14990	4980	2860	2180	 300	 450	 550	 77	 98	21.5	21	 7502	 64	                               Elmira College	                 Elmira College	NY	IIB	 497	342	306	359	 666	449	395	 472	 13	 24	 26	  0	  63
2722	                              Fordham U.	NY	private	535	506	1041	*	490	610	460	580	*	*	 4200	 2874	 942	30	 55	 4740	 1646	14235	14235	6965	6965	*	 170	 600	1735	 86	 97	14.4	14	10864	 80	                           Fordham University	             Fordham University	NY	I	 744	573	444	590	 945	729	557	 748	166	183	140	  9	 498
2728	                             Hamilton C.	NY	private	591	531	1122	*	550	645	490	590	*	*	 3140	 1783	 454	40	 82	 1646	   24	19700	19700	5050	2550	2500	*	 300	 800	 91	 96	 9.6	60	17761	 91	                             Hamilton College	               Hamilton College	NY	IIB	 631	478	377	478	 801	608	475	 604	 46	 37	 54	 12	 149
2729	                             Hartwick C.	NY	private	524	478	1002	23	470	570	420	520	21	26	 2083	 1725	 430	22	 49	 1464	   67	17480	17480	4780	2250	2530	 300	 500	 700	 75	 87	12.3	32	11625	 73	                             Hartwick College	               Hartwick College	NY	IIB	 505	423	340	419	 628	517	409	 513	 50	 23	 36	  0	 123
2731	            Hobart and William Smith C.s	NY	private	*	*	*	*	550	600	490	540	24	27	 2688	 2081	 500	25	 53	 1792	    5	19029	19029	5841	2877	2964	 431	 600	 600	 99	 99	12.1	37	13040	 79	            Hobart and William Smith Colleges	    Hobart-William Smith Colls.	NY	IIB	 605	462	352	495	 749	579	431	 614	 61	 39	 34	  3	 137
2732	                              Hofstra U.	NY	private	540	470	1010	24	480	590	430	560	23	27	 7428	 5860	1349	25	 63	 6534	 1350	11600	11600	5920	3620	2300	 650	1000	1000	 81	 90	13.9	10	10093	 60	                           Hofstra University	             Hofstra University	NY	I	 757	550	470	584	 956	692	579	 731	127	131	141	  7	 406
2734	                             Houghton C.	NY	private	535	508	1043	24	470	600	440	560	22	27	  949	  786	 302	30	 70	 1210	   26	 9990	 9990	3550	1850	1700	 310	 500	1500	 85	 90	15.0	24	 8187	 67	                             Houghton College	               Houghton College	NY	IIB	 370	323	265	327	 487	424	343	 428	 30	 29	 17	  1	  77
2735	                              Hilbert C.	NY	private	350	350	 700	18	*	*	*	*	*	*	  238	  235	 108	 2	 13	  888	  390	 7500	 7500	*	1730	2580	 400	 600	1160	 31	 38	14.3	*	 4981	*	                              Hilbert College	                Hilbert College	NY	IIB	 318	*	261	278	 376	*	315	 336	  6	  3	 12	  7	  28
2737	                                 Iona C.	NY	private	457	410	 867	19	390	510	350	460	16	22	 4892	 3530	 913	13	 33	 3906	 1446	10690	10690	6790	*	*	 270	 570	1150	 66	 83	16.0	14	 8107	 66	                                 Iona College	                   Iona College	NY	IIA	 594	462	393	461	 756	594	496	 587	 42	 81	 59	 10	 192
2739	                               Ithaca C.	NY	private	*	*	*	*	500	600	450	540	*	*	 7259	 5526	1368	23	 52	 5612	  166	14424	14424	6192	3062	3130	*	 634	1000	 58	 79	11.5	25	 9812	 75	                               Ithaca College	                 Ithaca College	NY	IIB	 606	484	366	443	 761	605	461	 557	 70	153	184	 21	 428
2744	                                Keuka C.	NY	private	495	451	 946	22	440	540	390	490	*	*	  461	  381	 174	10	 43	  738	   55	 9600	 9600	4550	4550	*	 265	 600	 750	 55	 94	13.3	43	 7863	 51	                                Keuka College	                  Keuka College	NY	IIB	 403	346	283	338	 473	412	335	 399	 15	  8	 19	  0	  42
2748	                             Le Moyne C.	NY	private	*	*	*	*	480	590	420	510	23	27	 1470	 1199	 425	21	 76	 1820	  558	11040	11040	4840	1950	2890	 320	 400	 900	 89	 92	13.3	28	 8118	 94	                             Le Moyne College	               Le Moyne College	NY	IIB	 542	455	365	445	 684	576	465	 564	 30	 50	 36	  3	 119
2758	                            Manhattan C.	NY	private	539	467	1006	*	510	590	430	540	*	*	 2432	 1730	 563	20	 63	 2578	  254	12370	12370	6800	6800	*	 972	 500	1800	 92	 92	13.6	25	10062	 79	                            Manhattan College	              Manhattan College	NY	IIA	 595	500	388	488	 767	627	495	 621	 45	 74	 50	  3	 172
2765	                               Marist C.	NY	private	515	475	 990	25	480	545	435	510	21	27	 4731	 3171	 830	12	 31	 3557	  658	10700	10700	5925	2400	3525	 290	 550	1200	 74	 81	17.6	34	 8408	 69	                               Marist College	                 Marist College	NY	IIB	 580	485	373	417	 741	643	481	 542	 16	 34	 91	  0	 151
2768	                  Marymount C. Tarrytown	NY	private	456	460	 916	*	400	500	410	530	*	*	  478	  327	 117	 9	 34	  731	  370	11510	11510	6450	*	*	 390	 575	1075	 71	 93	10.3	30	10502	 77	                  Marymount College Tarrytown	      Marymount Coll. Tarrytown	NY	IIB	 426	349	297	357	 546	442	383	 455	 17	 24	 13	  2	  56
2769	                  Marymount Manhattan C.	NY	private	500	460	 960	24	360	530	360	530	21	26	  695	  535	 239	21	 30	  988	  785	10200	10200	7000	7000	*	 125	 350	1100	 63	 76	11.7	20	10622	 68	                  Marymount Manhattan College	    Marymount Manhattan College	NY	IIB	*	407	332	382	*	495	407	 464	  4	 26	 19	  0	  49
2772	                                Mercy C.	NY	private	*	*	*	*	*	*	*	*	*	*	 1518	 1378	 788	 6	 24	 4266	 1811	 7200	 7200	*	*	*	*	 500	 800	 67	 67	13.8	*	 5585	*	                                Mercy College	                  Mercy College	NY	IIB	 524	399	341	416	 640	493	423	 511	 53	 38	 48	  6	 149
2775	                               Molloy C.	NY	private	468	435	 903	*	350	540	340	490	*	*	  481	  401	 185	16	 40	 1402	  579	 8800	 8800	*	*	*	 345	 800	6900	 38	 40	 9.7	13	 3822	 80	                               Molloy College	                 Molloy College	NY	IIB	 541	435	353	381	 697	551	463	 494	 16	 20	 58	 22	 116
2777	                             Medaille C.	NY	private	*	*	*	*	*	*	*	*	*	*	  384	  223	 143	 6	 41	 1146	  236	 8920	 8920	4400	2500	1900	  80	 800	2050	 65	 70	16.2	16	 7891	*	                             Medaille College	               Medaille College	NY	IIB	 435	371	276	349	 525	446	322	 418	 11	 16	 13	  2	  43
2778	                     Mount Saint Mary C.	NY	private	450	450	 900	19	390	530	370	460	*	*	 1170	  695	 238	14	 48	 1170	  429	 7470	 7470	4600	4600	*	 260	 250	1400	 74	 75	15.3	23	 6898	 88	                     Mount Saint Mary College	       Mount Saint Mary College	NY	IIB	 514	407	349	395	 633	505	424	 482	 14	  8	 23	  6	  51
2779	                Nazareth C. of Rochester	NY	private	540	494	1034	24	488	588	454	554	23	27	  947	  798	 266	36	 68	 1274	  471	10850	10850	5150	5150	*	 200	 550	 800	 77	 93	13.6	24	 8797	 61	                Nazareth College of Rochester	    Nazareth Coll. of Rochester	NY	IIB	 513	428	343	430	 634	533	425	 532	 37	 33	 35	  0	 105
2785	                             New York U.	NY	private	604	542	1146	*	550	650	490	600	*	*	13594	 7244	2505	70	 86	12408	 2814	17748	17748	7262	*	*	 991	 450	1000	 87	 98	 7.8	16	21227	 71	                          New York University	            New York University	NY	I	 887	591	507	683	1172	785	674	 905	532	337	252	 42	1231
2788	                              Niagara U.	NY	private	*	*	*	*	430	525	400	500	19	24	 2220	 1796	 467	65	 99	 1919	  334	10320	10320	4762	*	*	 420	 450	 650	 68	100	14.2	20	 7788	 65	                           Niagara University	             Niagara University	NY	IIA	 503	430	376	443	 612	524	448	 537	 39	 43	 24	  2	 108
2791	                                 Pace U.	NY	private	517	441	 958	*	450	600	375	475	*	*	 8256	 3750	1522	37	 70	 5809	 4379	11100	11000	5160	1340	3420	 350	 660	1115	 90	 95	13.8	10	10059	 62	                              Pace University	                Pace University	NY	IIA	 685	513	436	576	 851	643	556	 720	187	124	 77	  3	 397
2803	        Rensselaer Polytechnic Institute	NY	private	*	*	*	28	610	710	470	590	26	30	 4996	 4165	 936	53	 82	 4291	   16	17475	17475	5976	*	*	 550	1230	1100	 94	 98	15.4	21	15605	 70	             Rensselaer Polytechnic Institute	   Rensselaer Polytechnic Inst.	NY	I	 750	548	475	640	 922	703	601	 799	190	118	 61	  0	 369
2806	       Rochester Institute of Technology	NY	private	580	495	1075	26	520	640	440	550	22	28	 4704	 3798	1381	30	 59	 7176	 2578	13968	13968	5670	2604	3066	 261	 500	 875	*	 78	10.8	 7	13508	 68	            Rochester Institute of Technology	   Rochester Institute of Tech.	NY	IIA	 568	476	417	466	 710	603	527	 587	182	215	179	 13	 665
2810	                                Sage C.s	NY	private	503	481	 984	22	*	*	*	*	*	*	  419	  170	 373	*	*	 1022	  169	*	*	*	*	*	*	*	*	105	*	 8.2	*	 7194	 64	                                Sage Colleges	           Russell Sage College	NY	IIA	 487	409	351	397	 609	506	435	 493	 19	 56	 37	  6	 118
2813	                       Sarah Lawrence C.	NY	private	560	590	1150	*	550	640	580	660	*	*	 1380	  768	 263	57	 82	 1000	  105	19300	19300	6694	4816	1878	 264	 600	 700	 89	 93	 6.1	18	14779	 83	                       Sarah Lawrence College	         Sarah Lawrence College	NY	IIB	 623	478	398	541	 779	610	495	 677	 39	 14	 13	  0	  69
2814	                             Skidmore C.	NY	private	570	520	1090	25	515	620	470	570	*	*	 4293	 2728	 591	25	 62	 2322	  263	18710	18710	5970	3170	2515	 215	 500	 700	 87	 92	12.7	29	14837	 81	                             Skidmore College	               Skidmore College	NY	IIB	 642	492	397	498	 831	639	516	 646	 42	 69	 48	  5	 164
2816	                                Siena C.	NY	private	560	491	1051	24	540	640	440	540	25	28	 2961	 1932	 628	24	 68	 2669	  616	10800	10800	5100	2120	2980	 310	 575	1090	 71	 82	14.1	42	 8189	100	                                Siena College	                  Siena College	NY	IIB	 515	429	357	434	 667	567	474	 570	 52	 53	 49	  1	 155
2817	                      St. Bonaventure U.	NY	private	535	478	1013	25	480	580	420	520	22	27	 1489	 1313	 375	13	 45	 1688	  131	10456	10456	4927	2312	2615	 395	 500	1050	 91	 91	17.7	32	 9828	 78	                   St. Bonaventure University	      St.Bonaventure University	NY	IIA	 492	398	377	425	 642	535	495	 562	 56	 51	 43	  4	 154
2820	                          St. Francis C.	NY	private	*	*	*	*	*	*	*	*	*	*	 1013	  916	 401	*	*	 1562	  695	 6550	 6550	*	*	*	 150	 450	*	 63	 63	19.3	18	 5194	 45	                          St. Francis College	            St. Francis College	NY	IIB	 543	466	350	446	 689	607	457	 573	 22	 14	 14	  7	  57
2821	                      St. John Fisher C.	NY	private	525	465	 990	22	458	587	420	520	22	27	 1368	 1064	 354	19	 51	 1687	  677	10570	10570	5600	3550	2050	 190	 400	 800	 86	 81	14.5	29	 7908	 66	                      St. John Fisher College	        St. John Fisher College	NY	IIB	 513	427	376	432	 635	512	451	 524	 29	 40	 36	  1	 106
2825	                         St. Joseph's C.	NY	private	483	442	 917	19	410	520	400	495	*	*	  707	  512	 222	17	 44	 1671	 1512	 7350	 7350	*	*	*	 322	 600	1500	 52	 52	13.6	21	 5961	 74	                         St. Joseph's College	         Saint Joseph's College	NY	IIB	 495	398	349	372	 584	478	419	 446	 12	 15	 46	  8	  81
2829	                         St. Lawrence U.	NY	private	573	510	1083	*	520	620	470	550	*	*	 2753	 1820	 505	31	 56	 1801	   45	18720	18720	5730	2960	2770	 420	 650	 825	 90	 94	11.5	38	14980	 85	                      St. Lawrence University	        St. Lawrence University	NY	IIB	 627	473	366	488	 799	613	472	 627	 50	 56	 40	  7	 153
2832	                   St. Thomas Aquinas C.	NY	private	425	400	 825	*	*	*	*	*	*	*	  861	  609	 215	10	 27	 1117	  815	 8650	 8650	5700	*	*	 150	 500	1750	 69	 73	16.1	13	 6534	 67	                   St. Thomas Aquinas College	     St. Thomas Aquinas College	NY	IIB	 510	408	374	419	 617	526	454	 515	 18	 16	 26	  3	  63
2835	                          SUNY at Albany	NY	public	580	506	1086	*	520	620	450	550	*	*	13528	 9198	1843	16	 61	10168	 1231	 2650	 6550	4355	2950	1405	 295	 700	1560	 93	 96	17.4	16	 9075	 74	                               SUNY at Albany	                 SUNY at Albany	NY	I	 732	526	407	576	 934	679	524	 739	260	217	125	  0	 638
2836	                      SUNY at Binghamton	NY	public	615	533	1148	26	570	670	480	580	*	*	14463	 6166	1757	60	 94	 8544	  671	 2650	 6550	4598	2690	1908	 360	 700	1000	 83	100	18.0	15	 8055	 80	                           SUNY at Binghamton	             SUNY at Binghamton	NY	I	 705	511	407	555	 902	665	528	 716	172	175	 82	  0	 460
2838	                     SUNY at Stony Brook	NY	public	542	464	1006	*	480	595	410	510	*	*	12512	 6969	1724	27	 66	 9744	 1351	 2650	 6550	4712	4712	*	 295	 600	1200	 91	 96	10.5	 7	13705	 57	                          SUNY at Stony Brook	            SUNY at Stony Brook	NY	I	 755	534	414	589	 961	688	526	 751	346	216	183	 24	 801
2841	                   SUNY C.  at Brockport	NY	public	506	446	 952	22	450	550	400	490	20	23	 7294	 3564	 904	 7	 34	 5758	 1363	 2650	 6550	4460	2760	1700	 315	 500	 705	 79	 83	19.0	14	 6632	 49	                   SUNY College  at Brockport	      SUNY College at Brockport	NY	IIA	 603	501	397	492	 778	651	509	 636	 87	107	 88	  0	 296
2842	                      SUNY C. at Buffalo	NY	public	455	409	 864	*	410	530	380	470	*	*	 5318	 3515	1025	 8	 29	 7626	 2091	 2650	 6550	4040	2680	1360	 240	 550	1230	 71	 78	18.7	12	 7511	 42	                      SUNY College at Buffalo	        SUNY College at Buffalo	NY	IIA	 536	433	359	444	 693	560	464	 573	144	157	 88	  3	 424
2843	                     SUNY C. at Cortland	NY	public	524	460	 984	23	493	559	440	493	22	25	 7888	 3519	1036	 6	 40	 5011	  346	 2650	 6550	4680	2680	2000	 316	 630	1274	 82	 85	17.8	17	 5563	 53	                     SUNY College at Cortland	       SUNY College at Cortland	NY	IIA	 530	411	341	432	 691	537	439	 563	 85	 76	 66	  0	 234
2844	                     SUNY C. at Fredonia	NY	public	525	472	 997	23	480	570	430	510	21	24	 4877	 2798	 814	13	 48	 4123	  298	 2650	 6550	4420	2500	1920	 359	 620	1481	 82	 90	16.3	10	 6442	 66	                     SUNY College at Fredonia	       SUNY College at Fredonia	NY	IIA	 562	438	350	450	 731	569	451	 585	 93	 65	 54	 15	 235
2845	                      SUNY C. at Geneseo	NY	public	608	541	1149	26	560	650	490	580	25	29	 8598	 4562	1143	56	 93	 5060	  146	 2650	 6550	4170	2620	1550	 433	 600	 650	 79	 84	19.1	25	 5716	 76	                      SUNY College at Geneseo	        SUNY College at Geneseo	NY	IIA	 541	411	348	405	 704	536	448	 525	 48	 78	 79	 23	 243
2846	                    SUNY C. at New Paltz	NY	public	537	479	1016	24	476	590	423	560	*	*	 8399	 3609	 656	19	 53	 4658	 1478	 2650	 6550	4240	1790	2450	 271	 550	1500	 85	 93	15.3	 8	 6608	 53	                    SUNY College at New Paltz	      SUNY College at New Paltz	NY	IIA	 584	458	373	462	 758	594	480	 598	 90	 96	 73	  0	 283
2847	                      SUNY C. at Oneonta	NY	public	509	463	 972	22	450	540	400	480	20	23	 7500	 4350	 872	*	*	 4627	  483	 2650	 6550	4952	2300	2652	 250	 500	1350	 70	 70	17.1	13	 6111	 60	                      SUNY College at Oneonta	        SUNY College at Oneonta	NY	IIA	 539	428	362	440	 705	557	467	 571	 93	 78	 81	  1	 267
2848	                      SUNY C.  at Oswego	NY	public	550	480	1030	24	480	570	450	550	23	26	 8000	 4556	1464	17	 70	 6943	  869	 2650	 6550	4810	2830	1980	 311	 500	1500	 69	 85	22.0	21	 5280	 63	                      SUNY College  at Oswego	         SUNY College at Oswego	NY	IIA	 537	427	339	441	 702	556	435	 574	111	105	 78	  4	 302
2849	                  SUNY C. at Plattsburgh	NY	public	520	460	 980	22	470	580	410	500	20	24	 5549	 3583	 853	 9	 40	 5004	  475	 2650	 6550	4176	2520	1656	 309	 600	1380	 80	 90	17.9	16	 6174	 65	                  SUNY College at Plattsburgh	    SUNY College at Plattsburgh	NY	IIA	 538	435	343	445	 701	566	441	 578	107	 76	 71	  1	 266
2850	                      SUNY C. at Potsdam	NY	public	540	500	1040	23	460	560	410	500	20	24	 3150	 2289	 650	16	 51	 3598	  234	 2650	 6840	4660	2750	1910	 240	 500	1000	 71	 75	15.1	17	 6436	 59	                      SUNY College at Potsdam	        SUNY College at Potsdam	NY	IIA	 531	413	337	424	 691	539	436	 552	 78	 63	 52	  9	 219
2882	                             Syracuse U.	NY	private	*	*	*	*	520	640	450	560	*	*	10477	 7260	2442	28	 67	10142	  117	15150	15150	6870	3620	3250	 360	 635	 960	 73	 84	11.3	13	14231	 67	                          Syracuse University	            Syracuse University	NY	I	 648	475	394	526	 851	645	528	 701	371	301	205	 10	 891
2883	                 Utica C. of Syracuse U.	NY	private	496	437	 933	28	440	560	380	490	18	25	 1278	  978	 256	*	*	 1525	  798	12680	12680	4924	*	*	  90	 525	1175	 64	 96	12.3	 7	 8344	 65	         Utica College of Syracuse University	   Syracuse Univ.-Utica College	NY	IIB	 487	394	339	401	 642	520	439	 527	 27	 46	 32	  0	 105
2889	                                Union C.	NY	private	*	*	*	28	*	*	*	*	26	32	 3495	 1712	 528	49	 84	 1915	  123	18732	18732	6204	3297	2907	 190	 450	1024	 94	 96	11.5	49	15411	 88	                                Union College	                  Union College	NY	IIA	 638	508	399	512	 841	677	501	 667	 60	 50	 54	  9	 173
2894	                            U. Rochester	NY	private	*	*	*	*	550	670	470	590	23	29	 8766	 5498	1243	56	 75	 5071	  438	17840	17840	6582	3978	2604	 410	 500	 882	 93	 99	 5.9	23	26037	 80	                      University of Rochester	        University of Rochester	NY	I	 747	520	434	611	 895	626	520	 733	252	130	110	  7	 508
2895	                               Vassar C.	NY	private	625	603	1228	27	580	680	560	650	25	30	 3550	 1877	 653	53	 87	 2164	   77	18920	18920	5950	5950	*	 465	 600	 800	 90	 98	 9.7	39	17089	 90	                               Vassar College	                 Vassar College	NY	IIB	 674	517	408	523	 879	669	512	 674	 70	 60	 66	  9	 212
